unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775858860267,58271,3,5,1,20401,teleport
1775858942287,140299,3,5,1,20401,teleport
1775858960320,158568,3,5,1,20401,trigger
1775858967697,165938,3,5,1,20401,reaction_accept
1775859070812,224340,3,5,2,10401,teleport
1775859082272,236008,3,5,2,10401,trigger
1775859085417,239167,3,5,2,10401,reaction_accept
1775859199192,343960,3,5,3,20101,teleport
1775859216487,361468,3,5,3,20101,trigger
1775859222441,367426,3,5,3,20101,reaction_accept
1775859284214,394628,3,5,4,10101,teleport
1775859295472,406146,3,5,4,10101,trigger
1775859299152,409846,3,5,4,10101,reaction_accept
1775859413333,512978,3,5,5,20301,teleport
1775859530700,630348,3,5,5,20301,teleport
1775859546711,646570,3,5,5,20301,trigger
1775859551731,651601,3,5,5,20301,reaction_reject
1775859617720,707258,3,5,6,10301,teleport
1775859627146,716893,3,5,6,10301,trigger
1775859630039,719799,3,5,6,10301,reaction_accept
1775859677190,758150,3,5,7,20501,teleport
1775859686078,767296,3,5,7,20501,trigger
1775859691071,772304,3,5,7,20501,reaction_accept
1775859722259,793587,3,5,8,10501,teleport
1775859733629,805273,3,5,8,10501,trigger
1775859738766,810427,3,5,8,10501,reaction_reject
1775859815794,875527,3,5,9,20201,teleport
1775859852546,912508,3,5,9,20201,trigger
1775859856587,916566,3,5,9,20201,reaction_reject
1775859924290,959501,3,5,10,10201,teleport
1775859937710,972557,3,5,10,10201,trigger
1775859941907,976773,3,5,10,10201,reaction_accept
