unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775660923165,99916,3,2,1,20401,teleport
1775661046799,223568,3,2,1,20401,teleport
1775661074392,251412,3,2,1,20401,trigger
1775661082873,259905,3,2,1,20401,reaction_accept
1775661200240,348406,3,2,2,10401,teleport
1775661212053,360422,3,2,2,10401,trigger
1775661221056,369443,3,2,2,10401,reaction_accept
1775661296169,431757,3,2,3,20101,teleport
1775661341477,477320,3,2,3,20101,trigger
1775661350433,486283,3,2,3,20101,reaction_accept
1775661409039,525183,3,2,4,10101,teleport
1775661421417,537829,3,2,4,10101,trigger
1775661428297,544725,3,2,4,10101,reaction_accept
1775661503905,606462,3,2,5,20301,teleport
1775661566713,669253,3,2,5,20301,teleport
1775661592570,695411,3,2,5,20301,trigger
1775661599947,702803,3,2,5,20301,reaction_accept
1775661662414,749374,3,2,6,10301,teleport
1775661677017,764209,3,2,6,10301,trigger
1775661685038,772249,3,2,6,10301,reaction_accept
1775661759416,833653,3,2,7,20501,teleport
1775661773372,847869,3,2,7,20501,trigger
1775661781719,856230,3,2,7,20501,reaction_reject
1775661854060,918052,3,2,8,10501,teleport
1775661868106,932367,3,2,8,10501,trigger
1775661876052,940332,3,2,8,10501,reaction_reject
1775661948359,1003015,3,2,9,20201,teleport
1775661974612,1029540,3,2,9,20201,trigger
1775661983016,1037956,3,2,9,20201,reaction_reject
1775662042807,1085195,3,2,10,10201,teleport
1775662053237,1095900,3,2,10,10201,trigger
1775662059189,1101872,3,2,10,10201,reaction_reject
