unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775928649459,96598,3,6,1,20401,teleport
1775928773254,220364,3,6,1,20401,teleport
1775928790089,237474,3,6,1,20401,trigger
1775928792517,239884,3,6,1,20401,reaction_reject
1775928880159,310772,3,6,2,10401,teleport
1775928889553,320364,3,6,2,10401,trigger
1775928893535,324319,3,6,2,10401,reaction_accept
1775928968883,390437,3,6,3,20101,teleport
1775929014981,436799,3,6,3,20101,trigger
1775929018850,440669,3,6,3,20101,reaction_accept
1775929103346,514430,3,6,4,10101,teleport
1775929113568,524794,3,6,4,10101,trigger
1775929116074,527399,3,6,4,10101,reaction_accept
1775929198442,601263,3,6,5,20301,teleport
1775929311506,714337,3,6,5,20301,teleport
1775929329117,732252,3,6,5,20301,trigger
1775929333290,736443,3,6,5,20301,reaction_reject
1775929399825,792205,3,6,6,10301,teleport
1775929409181,801807,3,6,6,10301,trigger
1775929413611,806251,3,6,6,10301,reaction_accept
1775929488355,873605,3,6,7,20501,teleport
1775929499530,885119,3,6,7,20501,trigger
1775929503314,888924,3,6,7,20501,reaction_reject
1775929627875,997391,3,6,8,10501,teleport
1775929636493,1006276,3,6,8,10501,trigger
1775929642230,1012033,3,6,8,10501,reaction_reject
1775929727134,1087883,3,6,9,20201,teleport
1775929768507,1129539,3,6,9,20201,trigger
1775929772090,1133138,3,6,9,20201,reaction_reject
1775929857437,1207399,3,6,10,10201,teleport
1775929865881,1216116,3,6,10,10201,trigger
1775929870018,1220253,3,6,10,10201,reaction_accept
