unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776003328634,69090,3,3,1,20401,teleport
1776003372182,112613,3,3,1,20401,teleport
1776003385884,126601,3,3,1,20401,trigger
1776003400472,141190,3,3,1,20401,reaction_reject
1776003513220,178047,3,3,2,10401,teleport
1776003521433,186507,3,3,2,10401,trigger
1776003532002,197090,3,3,2,10401,reaction_reject
1776003616937,227859,3,3,3,20101,teleport
1776003642175,253370,3,3,3,20101,trigger
1776003650929,262110,3,3,3,20101,reaction_accept
1776003720505,311959,3,3,4,10101,teleport
1776003729855,321567,3,3,4,10101,trigger
1776003744857,336571,3,3,4,10101,reaction_ignore
1776003823900,388118,3,3,5,20301,teleport
1776003882171,446377,3,3,5,20301,teleport
1776003899055,463549,3,3,5,20301,trigger
1776003908454,472931,3,3,5,20301,reaction_accept
1776003968901,514734,3,3,6,10301,teleport
1776003977185,523263,3,3,6,10301,trigger
1776003989132,535229,3,3,6,10301,reaction_reject
1776004042689,571487,3,3,7,20501,teleport
1776004053121,582191,3,3,7,20501,trigger
1776004062771,591854,3,3,7,20501,reaction_accept
1776004101708,614809,3,3,8,10501,teleport
1776004109732,623118,3,3,8,10501,trigger
1776004119097,632487,3,3,8,10501,reaction_accept
1776004204559,682127,3,3,9,20201,teleport
1776004223248,701075,3,3,9,20201,trigger
1776004231665,709503,3,3,9,20201,reaction_accept
1776004290086,732690,3,3,10,10201,teleport
1776004298436,741320,3,3,10,10201,trigger
1776004305693,748579,3,3,10,10201,reaction_accept
