unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1774012903189,0,18,-520.000000,-17500.000000,160.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774012903455,1,418,-520.000000,-17500.000000,159.668236,0.000000,0.000000,90.000000,0.000000,0.000000,-18.029663,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774012903486,2,568,-520.000000,-17500.000000,157.978922,0.000000,0.000000,90.000000,0.000000,0.000000,-50.679432,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903583,3,659,-520.000000,-17500.000000,155.201644,0.000000,0.000000,90.000000,0.000000,0.000000,-83.318321,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903619,4,701,-520.000000,-17500.000000,151.336766,0.000000,0.000000,90.000000,0.000000,0.000000,-115.946327,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903653,5,739,-520.000000,-17500.000000,146.384651,0.000000,0.000000,90.000000,0.000000,0.000000,-148.563461,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903691,6,773,-520.000000,-17500.000000,140.345660,0.000000,0.000000,90.000000,0.000000,0.000000,-181.169724,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903722,7,806,-520.000000,-17500.000000,133.220156,0.000000,0.000000,90.000000,0.000000,0.000000,-213.765106,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903758,8,843,-520.000000,-17500.000000,125.235268,0.000000,0.000000,90.000000,0.000000,0.000000,-245.552872,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903789,9,874,-520.000000,-17500.000000,115.964374,0.000000,0.000000,90.000000,0.000000,0.000000,-278.126801,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903824,10,907,-520.000000,-17500.000000,106.463375,0.000000,0.000000,90.000000,0.000000,0.000000,-308.238800,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903855,11,939,-520.000000,-17500.000000,95.478024,0.000000,0.000000,90.000000,0.000000,0.000000,-339.810242,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903888,12,972,-520.000000,-17500.000000,83.398999,0.000000,0.000000,90.000000,0.000000,0.000000,-371.549103,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903921,13,1004,-520.000000,-17500.000000,70.092101,0.000000,0.000000,90.000000,0.000000,0.000000,-403.717682,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903952,14,1036,-520.000000,-17500.000000,56.313548,0.000000,0.000000,90.000000,0.000000,0.000000,-434.646454,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
1774012903988,15,1069,-520.000000,-17500.000000,41.040598,0.000000,0.000000,90.000000,0.000000,0.000000,-466.573303,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.014,0.000
