unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1774011817109,0,17,-520.000000,-17500.000000,160.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774011817463,1,417,-520.000000,-17500.000000,159.688313,0.000000,0.000000,90.000000,0.000000,0.000000,-17.475674,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774011818934,2,817,-520.000000,-17500.000000,158.017458,0.000000,0.000000,90.000000,0.000000,0.000000,-50.125629,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819011,3,944,-520.000000,-17500.000000,155.258635,0.000000,0.000000,90.000000,0.000000,0.000000,-82.764702,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819028,4,964,-520.000000,-17500.000000,151.412205,0.000000,0.000000,90.000000,0.000000,0.000000,-115.392891,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819054,5,990,-520.000000,-17500.000000,148.638842,0.000000,0.000000,90.000000,0.000000,0.000000,-135.433304,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819086,6,1021,-520.000000,-17500.000000,144.441945,0.000000,0.000000,90.000000,0.000000,0.000000,-160.946198,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819120,7,1053,-520.000000,-17500.000000,138.532495,0.000000,0.000000,90.000000,0.000000,0.000000,-191.179367,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819164,8,1099,-520.000000,-17500.000000,131.449552,0.000000,0.000000,90.000000,0.000000,0.000000,-222.329254,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819206,9,1141,-520.000000,-17500.000000,122.952521,0.000000,0.000000,90.000000,0.000000,0.000000,-254.910919,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819246,10,1180,-520.000000,-17500.000000,113.369796,0.000000,0.000000,90.000000,0.000000,0.000000,-287.481720,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819279,11,1215,-520.000000,-17500.000000,102.701739,0.000000,0.000000,90.000000,0.000000,0.000000,-320.041687,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819315,12,1250,-520.000000,-17500.000000,90.948713,0.000000,0.000000,90.000000,0.000000,0.000000,-352.590790,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819353,13,1288,-520.000000,-17500.000000,78.111077,0.000000,0.000000,90.000000,0.000000,0.000000,-385.129028,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819385,14,1321,-520.000000,-17500.000000,64.189196,0.000000,0.000000,90.000000,0.000000,0.000000,-417.656433,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819420,15,1355,-520.000000,-17500.000000,49.183428,0.000000,0.000000,90.000000,0.000000,0.000000,-450.173004,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819454,16,1390,-520.000000,-17500.000000,33.094137,0.000000,0.000000,90.000000,0.000000,0.000000,-482.678711,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1774011819488,17,1422,-519.962604,-17499.884412,19.612289,0.074401,0.132222,90.003747,-0.815662,0.000000,-404.943878,0.000000,0.000000,0.000000,-0.000065,0.999997,0.002308,-0.934439,0.000,0.000,-0.012,0.000
1774011819518,18,1454,-519.775072,-17499.903658,17.647993,0.414314,0.115183,90.015004,-3.865612,-0.139759,0.039171,0.000000,0.000000,0.000000,-0.000262,0.999998,0.002010,-0.138667,0.000,0.000,-0.012,0.000
