unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776289103640,98833,3,6,1,20401,teleport
1776289227171,222368,3,6,1,20401,teleport
1776289249616,245089,3,6,1,20401,trigger
1776289253947,249435,3,6,1,20401,reaction_accept
1776289374903,346557,3,6,2,10401,teleport
1776289387124,359002,3,6,2,10401,trigger
1776289391131,363024,3,6,2,10401,reaction_accept
1776289474187,430556,3,6,3,20101,teleport
1776289517034,473690,3,6,3,20101,trigger
1776289521625,478301,3,6,3,20101,reaction_accept
1776289582980,520884,3,6,4,10101,teleport
1776289596201,534398,3,6,4,10101,trigger
1776289600182,538398,3,6,4,10101,reaction_accept
1776289708119,639102,3,6,5,20301,teleport
1776289825570,756553,3,6,5,20301,teleport
1776289844762,776021,3,6,5,20301,trigger
1776289848613,779888,3,6,5,20301,reaction_accept
1776289914208,833907,3,6,6,10301,teleport
1776289926757,846698,3,6,6,10301,trigger
1776289932454,852412,3,6,6,10301,reaction_accept
1776289966242,878762,3,6,7,20501,teleport
1776289977554,890375,3,6,7,20501,trigger
1776289981070,893910,3,6,7,20501,reaction_reject
1776290055512,958507,3,6,8,10501,teleport
1776290066665,969969,3,6,8,10501,trigger
1776290071779,975101,3,6,8,10501,reaction_reject
1776290172657,1055381,3,6,9,20201,teleport
1776290194071,1077106,3,6,9,20201,trigger
1776290200134,1083185,3,6,9,20201,reaction_accept
1776290251433,1125081,3,6,10,10201,teleport
1776290261703,1135678,3,6,10,10201,trigger
1776290267645,1141638,3,6,10,10201,reaction_accept
