unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775930778215,98566,3,6,1,20401,teleport
1775930901968,222309,3,6,1,20401,teleport
1775930925206,245799,3,6,1,20401,trigger
1775930930623,251216,3,6,1,20401,reaction_accept
1775931035452,346542,3,6,2,10401,teleport
1775931048810,360116,3,6,2,10401,trigger
1775931054322,365644,3,6,2,10401,reaction_accept
1775931124062,430558,3,6,3,20101,teleport
1775931167863,474633,3,6,3,20101,trigger
1775931175442,482230,3,6,3,20101,reaction_accept
1775931231595,527003,3,6,4,10101,teleport
1775931240646,536343,3,6,4,10101,trigger
1775931247187,542905,3,6,4,10101,reaction_accept
1775931323639,609602,3,6,5,20301,teleport
1775931473075,759059,3,6,5,20301,teleport
1775931491078,777320,3,6,5,20301,trigger
1775931498264,784503,3,6,5,20301,reaction_accept
1775931556744,833755,3,6,6,10301,teleport
1775931566155,843418,3,6,6,10301,trigger
1775931571606,848885,3,6,6,10301,reaction_accept
1775931645724,915132,3,6,7,20501,teleport
1775931655720,925415,3,6,7,20501,trigger
1775931661931,931645,3,6,7,20501,reaction_accept
1775931784556,1039367,3,6,8,10501,teleport
1775931793488,1048541,3,6,8,10501,trigger
1775931797788,1052848,3,6,8,10501,reaction_accept
1775931886152,1126090,3,6,9,20201,teleport
1775931910159,1150395,3,6,9,20201,trigger
1775931916675,1156917,3,6,9,20201,reaction_accept
1775932011062,1239302,3,6,10,10201,teleport
1775932019345,1247868,3,6,10,10201,trigger
1775932025083,1253622,3,6,10,10201,reaction_accept
