subcategory,metric,term,coef,stat,pval,ci_low,ci_high,effect_size,converged,n_obs,n_subjects,pval_fdr
201,satisfaction,"C(version, Treatment(reference='default'))[T.personified]",1.9999999999999993,4.341780614617915,1.4133261977108259e-05,1.097161207113393,2.9028387928866057,1.0806238544173759,True,36,12,0.00014133261977108258
201,satisfaction,"C(mode, Sum)[S.0]",-0.4166666666666667,-1.0825293125836053,0.27901739774494594,-1.1710588579284174,0.3377255245950839,-0.22512996967028673,True,36,12,0.3487717471811824
201,satisfaction,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",0.5833333333333335,1.2663526792635593,0.2053868445803504,-0.3195054595532729,1.4861721262199399,0.3151819575384015,True,36,12,0.5147393054003429
201,satisfaction,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",0.3333333333333335,0.7236301024363196,0.46929285555635436,-0.569505459553273,1.23617212621994,0.18010397573622947,True,36,12,0.9385857111127087
201,satisfaction,Group Var,0.39638103408747316,1.0863832517497236,0.2773094682288407,-0.31873727219618087,1.111499340371127,0.21416940043677532,True,36,12,0.3961563831840582
202,appropriateness,Intercept,3.6666666666666603,11.236586200044071,2.696076197605668e-29,3.0271010119349766,4.306232321398344,2.582497112986315,True,36,12,5.392152395211336e-29
202,appropriateness,"C(version, Treatment(reference='default'))[T.personalized]",1.8333333333333415,3.97273318613751,7.105262264896063e-05,0.9288509186752181,2.7378157479914647,1.2912485564931655,True,36,12,0.0003552631132448031
202,appropriateness,"C(version, Treatment(reference='default'))[T.personified]",1.0000000000000082,2.1669453742568314,0.030239019589111654,0.0955175853418847,1.9044824146581316,0.7043173944508202,True,36,12,0.15119509794555827
202,appropriateness,"C(mode, Sum)[S.0]",0.4999999999999996,1.5322617545514656,0.12545785484510188,-0.13956565473168386,1.139565654731683,0.35215869722540694,True,36,12,0.25091570969020377
202,appropriateness,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",-0.4999999999999997,-1.0834726871284064,0.2785986676870773,-1.4044824146581232,0.4044824146581237,-0.35215869722540705,True,36,12,0.6006038107637575
202,appropriateness,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",-0.8333333333333326,-1.8057878118806765,0.07095148999054644,-1.7378157479914562,0.07114908132479092,-0.5869311620423449,True,36,12,0.23650496663515483
202,appropriateness,Group Var,1.833413620071204e-08,1.0333296994413427e-07,0.9999999175522186,-0.3477519785403855,0.3477520152086579,1.2913051038391859e-08,True,36,12,0.9999999967145141
202,disturbance,Intercept,3.7500000000000018,8.651341019815545,5.0897759514895015e-18,2.9004363398471265,4.599563660152877,2.2791645462808847,True,36,12,1.0179551902979003e-17
202,disturbance,"C(version, Treatment(reference='default'))[T.personalized]",-1.3333333333333346,-2.5298316689688174,0.011411726088111203,-2.366321158086621,-0.3003455085800484,-0.810369616455426,True,36,12,0.028529315220278007
202,disturbance,"C(version, Treatment(reference='default'))[T.personified]",-0.6666666666666684,-1.264915834484411,0.2059015004823993,-1.6996544914199547,0.3663211580866178,-0.4051848082277137,True,36,12,0.3431691674706655
202,disturbance,"C(mode, Sum)[S.0]",0.25000000000000017,0.5767560679877032,0.5641042508160394,-0.5995636601528753,1.0995636601528758,0.15194430308539233,True,36,12,0.6095209861876385
202,disturbance,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",-0.33333333333333337,-0.6324579172422039,0.5270876987229757,-1.3663211580866195,0.6996544914199528,-0.20259240411385634,True,36,12,0.7424822669924611
