unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775341735328,96730,2,1,1,20201,teleport
1775341779237,140880,2,1,1,20201,trigger
1775341787596,149232,2,1,1,20201,reaction_accept
1775341883955,220188,2,1,2,10301,teleport
1775341894122,230557,2,1,2,10301,trigger
1775341899974,236385,2,1,2,10301,reaction_accept
1775341952217,270959,2,1,3,20401,teleport
1775342039961,358716,2,1,3,20401,teleport
1775342068366,387394,2,1,3,20401,trigger
1775342076965,395980,2,1,3,20401,reaction_accept
1775342170584,474095,2,1,4,10401,teleport
1775342184747,488471,2,1,4,10401,trigger
1775342192829,496567,2,1,4,10401,reaction_reject
1775342275741,558686,2,1,5,20501,teleport
1775342296321,579539,2,1,5,20501,trigger
1775342304762,587984,2,1,5,20501,reaction_accept
1775342419077,684150,2,1,6,10501,teleport
1775342428789,694106,2,1,6,10501,trigger
1775342437850,703155,2,1,6,10501,reaction_accept
1775342541401,783144,2,1,7,20103,teleport
1775342564240,806237,2,1,7,20103,trigger
1775342570708,812697,2,1,7,20103,reaction_accept
1775342648983,876196,2,1,8,10101,teleport
1775342664696,892177,2,1,8,10101,trigger
1775342670972,898454,2,1,8,10101,reaction_accept
1775342784929,996298,2,1,9,20301,teleport
1775342855222,1066574,2,1,9,20301,teleport
1775342897693,1109312,2,1,9,20301,trigger
1775342904298,1115910,2,1,9,20301,reaction_accept
1775343001387,1195889,2,1,10,10201,teleport
1775343011649,1206409,2,1,10,10201,trigger
1775343016731,1211479,2,1,10,10201,reaction_accept
