unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775659376225,101261,3,2,1,20401,teleport
1775659460858,185880,3,2,1,20401,teleport
1775659478639,203938,3,2,1,20401,trigger
1775659485149,210463,3,2,1,20401,reaction_accept
1775659591140,305986,3,2,2,10401,teleport
1775659599275,314321,3,2,2,10401,trigger
1775659605489,320551,3,2,2,10401,reaction_accept
1775659687323,396129,3,2,3,20101,teleport
1775659767456,476519,3,2,3,20101,trigger
1775659777380,486469,3,2,3,20101,reaction_accept
1775659822128,527603,3,2,4,10101,teleport
1775659838239,543969,3,2,4,10101,trigger
1775659843868,549611,3,2,4,10101,reaction_accept
1775659949517,654223,3,2,5,20301,teleport
1775660049455,754141,3,2,5,20301,teleport
1775660074179,779140,3,2,5,20301,trigger
1775660081964,786936,3,2,5,20301,reaction_accept
1775660171288,872030,3,2,6,10301,teleport
1775660181176,882120,3,2,6,10301,trigger
1775660187486,888446,3,2,6,10301,reaction_accept
1775660257034,956273,3,2,7,20501,teleport
1775660269814,969320,3,2,7,20501,trigger
1775660275296,974811,3,2,7,20501,reaction_accept
1775660348726,1046198,3,2,8,10501,teleport
1775660358570,1056314,3,2,8,10501,trigger
1775660363656,1061414,3,2,8,10501,reaction_accept
1775660470453,1165957,3,2,9,20201,teleport
1775660517027,1212785,3,2,9,20201,trigger
1775660524572,1220343,3,2,9,20201,reaction_accept
1775660569946,1256490,3,2,10,10201,teleport
1775660580293,1267109,3,2,10,10201,trigger
1775660590307,1277115,3,2,10,10201,reaction_ignore
