unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1774033578899,0,412,-520.000000,-17500.000000,159.854971,0.000000,0.000000,90.000000,0.000000,0.000000,-11.921033,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774033579550,1,529,-520.000000,-17500.000000,158.369210,0.000000,0.000000,90.000000,0.000000,0.000000,-44.572838,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033580054,2,929,-520.000000,-17500.000000,155.795418,0.000000,0.000000,90.000000,0.000000,0.000000,-77.213760,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033580099,3,1329,-520.000000,-17500.000000,152.133957,0.000000,0.000000,90.000000,0.000000,0.000000,-109.843803,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581112,4,1338,-520.000000,-17500.000000,147.385191,0.000000,0.000000,90.000000,0.000000,0.000000,-142.462967,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581129,5,1357,-520.000000,-17500.000000,146.001177,0.000000,0.000000,90.000000,0.000000,0.000000,-151.407303,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581181,6,1406,-520.000000,-17500.000000,142.877170,0.000000,0.000000,90.000000,0.000000,0.000000,-169.444122,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581201,7,1429,-520.000000,-17500.000000,136.142389,0.000000,0.000000,90.000000,0.000000,0.000000,-202.043427,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581224,8,1450,-520.000000,-17500.000000,130.982727,0.000000,0.000000,90.000000,0.000000,0.000000,-224.513687,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
1774033581250,9,1477,-520.000000,-17500.000000,125.903914,0.000000,0.000000,90.000000,0.000000,0.000000,-244.795151,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.031,0.000
