unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1773942533574,50077,1,6,1,20103,teleport
1773942578058,94563,1,6,1,20103,teleport
1773942597198,113758,1,6,1,20103,trigger
1773942602557,119106,1,6,1,20103,reaction_accept
1773942633611,138743,1,6,2,10101,teleport
1773942677756,182890,1,6,2,10101,teleport
1773942687519,192704,1,6,2,10101,trigger
1773942692925,198113,1,6,2,10101,reaction_accept
1773942728197,222976,1,6,3,20501,teleport
1773942760240,255018,1,6,3,20501,teleport
1773942769099,263937,1,6,3,20501,trigger
1773942774718,269534,1,6,3,20501,reaction_accept
1773942800485,285826,1,6,4,10501,teleport
1773942843392,328734,1,6,4,10501,teleport
1773942855040,340435,1,6,4,10501,trigger
1773942858798,344150,1,6,4,10501,reaction_accept
1773942890424,368089,1,6,5,20201,teleport
1773942924319,401986,1,6,5,20201,teleport
1773942941082,418802,1,6,5,20201,trigger
1773942945465,423190,1,6,5,20201,reaction_accept
1773942959961,430767,1,6,6,10301,teleport
1773943003702,474505,1,6,6,10301,teleport
1773943016327,487175,1,6,6,10301,trigger
1773943022488,493346,1,6,6,10301,reaction_accept
1773943058575,518257,1,6,7,20301,teleport
1773943100880,560559,1,6,7,20301,teleport
1773943121742,581475,1,6,7,20301,trigger
1773943125233,584971,1,6,7,20301,reaction_accept
1773943156130,604598,1,6,8,10401,teleport
1773943196882,645352,1,6,8,10401,teleport
1773943210068,658591,1,6,8,10401,trigger
1773943212345,660869,1,6,8,10401,reaction_accept
1773943254941,695337,1,6,9,20401,teleport
1773943286134,726535,1,6,9,20401,teleport
1773943298947,739402,1,6,9,20401,trigger
1773943306367,746825,1,6,9,20401,reaction_accept
1773943336956,770679,1,6,10,10201,teleport
1773943379035,812763,1,6,10,10201,teleport
1773943386625,820396,1,6,10,10201,trigger
1773943389718,823501,1,6,10,10201,reaction_accept
