unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1774035159475,0,16,-520.000000,-17500.000000,160.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774035159678,1,416,-520.000000,-17500.000000,159.727734,0.000000,0.000000,90.000000,0.000000,0.000000,-16.333288,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774035159736,2,541,-520.000000,-17500.000000,158.094946,0.000000,0.000000,90.000000,0.000000,0.000000,-48.983624,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159847,3,653,-520.000000,-17500.000000,155.374177,0.000000,0.000000,90.000000,0.000000,0.000000,-81.623077,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159869,4,679,-520.000000,-17500.000000,151.565789,0.000000,0.000000,90.000000,0.000000,0.000000,-114.251648,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159890,5,701,-520.000000,-17500.000000,147.997865,0.000000,0.000000,90.000000,0.000000,0.000000,-139.314346,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159913,6,725,-520.000000,-17500.000000,144.535191,0.000000,0.000000,90.000000,0.000000,0.000000,-160.431534,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159934,7,746,-520.000000,-17500.000000,140.031810,0.000000,0.000000,90.000000,0.000000,0.000000,-184.329071,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159959,8,770,-520.000000,-17500.000000,135.799561,0.000000,0.000000,90.000000,0.000000,0.000000,-204.562256,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
1774035159977,9,790,-520.000000,-17500.000000,130.310650,0.000000,0.000000,90.000000,0.000000,0.000000,-228.090668,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.041,0.000
