unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1774035221071,58243,1,0,1,30101,teleport
1774035259518,96692,1,0,1,30101,teleport
1774035280648,117872,1,0,1,30101,trigger
1774035287790,124959,1,0,1,30101,reaction_accept
1774035338812,139419,1,0,2,30201,teleport
1774035380773,181361,1,0,2,30201,teleport
1774035405203,205854,1,0,2,30201,trigger
1774035409552,210214,1,0,2,30201,reaction_reject
1774035475169,226101,1,0,3,30301,teleport
1774035515912,266847,1,0,3,30301,teleport
1774035537525,288511,1,0,3,30301,trigger
1774035544204,295183,1,0,3,30301,reaction_accept
1774035603029,308430,1,0,4,30101,teleport
1774035661133,366540,1,0,4,30101,teleport
