unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776366302036,98597,3,6,1,20401,teleport
1776366425750,222326,3,6,1,20401,teleport
1776366447652,244484,3,6,1,20401,trigger
1776366453158,250009,3,6,1,20401,reaction_accept
1776366563370,346601,3,6,2,10401,teleport
1776366575940,359374,3,6,2,10401,trigger
1776366581468,364927,3,6,2,10401,reaction_accept
1776366659379,430529,3,6,3,20101,teleport
1776366701723,473138,3,6,3,20101,trigger
1776366711066,482485,3,6,3,20101,reaction_accept
1776366770569,520841,3,6,4,10101,teleport
1776366782850,533385,3,6,4,10101,trigger
1776366789037,539588,3,6,4,10101,reaction_accept
1776366861671,597288,3,6,5,20301,teleport
1776366978799,714451,3,6,5,20301,teleport
1776366998300,734196,3,6,5,20301,trigger
1776367005278,741195,3,6,5,20301,reaction_reject
1776367034614,758195,3,6,6,10301,teleport
1776367042444,766292,3,6,6,10301,trigger
1776367048029,771890,3,6,6,10301,reaction_accept
1776367081780,795715,3,6,7,20501,teleport
1776367093209,807452,3,6,7,20501,trigger
1776367100800,815060,3,6,7,20501,reaction_reject
1776367218782,913437,3,6,8,10501,teleport
1776367228108,923012,3,6,8,10501,trigger
1776367233351,928275,3,6,8,10501,reaction_reject
1776367322351,1004543,3,6,9,20201,teleport
1776367363476,1045936,3,6,9,20201,trigger
1776367371643,1054126,3,6,9,20201,reaction_reject
1776367458226,1125500,3,6,10,10201,teleport
1776367466607,1134134,3,6,10,10201,trigger
1776367472463,1140006,3,6,10,10201,reaction_accept
