unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776294951547,63605,3,1,1,20401,teleport
1776294998440,110502,3,1,1,20401,teleport
1776295013743,126119,3,1,1,20401,trigger
1776295019313,131699,3,1,1,20401,reaction_accept
1776295086170,178817,3,1,2,10401,teleport
1776295094471,187365,3,1,2,10401,trigger
1776295102613,195518,3,1,2,10401,reaction_accept
1776295147695,228583,3,1,3,20101,teleport
1776295168846,250060,3,1,3,20101,trigger
1776295173789,255012,3,1,3,20101,reaction_accept
1776295202723,267656,3,1,4,10101,teleport
1776295211500,276757,3,1,4,10101,trigger
1776295215326,280603,3,1,4,10101,reaction_accept
1776295259522,310075,3,1,5,20301,teleport
1776295322161,372731,3,1,5,20301,teleport
1776295339765,390645,3,1,5,20301,trigger
1776295346182,397067,3,1,5,20301,reaction_accept
1776295416750,456931,3,1,6,10301,teleport
1776295424613,465031,3,1,6,10301,trigger
1776295437205,477632,3,1,6,10301,reaction_accept
1776295509427,539053,3,1,7,20501,teleport
1776295520450,550368,3,1,7,20501,trigger
1776295525811,555745,3,1,7,20501,reaction_accept
1776295602889,621657,3,1,8,10501,teleport
1776295611980,631042,3,1,8,10501,trigger
1776295617482,636563,3,1,8,10501,reaction_reject
1776295703221,711873,3,1,9,20201,teleport
1776295737181,746140,3,1,9,20201,trigger
1776295744518,753495,3,1,9,20201,reaction_accept
1776295831547,831555,3,1,10,10201,teleport
1776295841208,841496,3,1,10,10201,trigger
1776295846576,846880,3,1,10,10201,reaction_accept
