unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1775139112034,0,17,-520.000000,-17500.000000,160.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1775139112321,1,417,-520.000000,-17500.000000,159.693644,0.000000,0.000000,90.000000,0.000000,0.000000,-17.325588,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1775139113675,2,817,-520.000000,-17500.000000,158.027791,0.000000,0.000000,90.000000,0.000000,0.000000,-49.975594,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1775139114338,3,1217,-520.000000,-17500.000000,155.273967,0.000000,0.000000,90.000000,0.000000,0.000000,-82.614716,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1775139116847,4,1230,-520.000000,-17500.000000,151.432535,0.000000,0.000000,90.000000,0.000000,0.000000,-115.242958,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1775139117368,5,1630,-520.000000,-17500.000000,149.727624,0.000000,0.000000,90.000000,0.000000,0.000000,-128.253342,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.012,0.000
1775139117403,6,2030,-520.000000,-17500.000000,144.365412,0.000000,0.000000,90.000000,0.000000,0.000000,-160.866364,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117438,7,2069,-520.000000,-17500.000000,137.916461,0.000000,0.000000,90.000000,0.000000,0.000000,-193.468521,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117469,8,2100,-520.000000,-17500.000000,130.381133,0.000000,0.000000,90.000000,0.000000,0.000000,-226.059814,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117500,9,2130,-520.000000,-17500.000000,122.278916,0.000000,0.000000,90.000000,0.000000,0.000000,-256.887878,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117591,10,2227,-520.000000,-17500.000000,113.908049,0.000000,0.000000,90.000000,0.000000,0.000000,-285.534302,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117627,11,2262,-520.000000,-17500.000000,103.304885,0.000000,0.000000,90.000000,0.000000,0.000000,-318.094910,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
1775139117666,12,2302,-520.000000,-17500.000000,91.616730,0.000000,0.000000,90.000000,0.000000,0.000000,-350.644653,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.013,0.000
