unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776004978339,67740,3,3,1,20401,teleport
1776005015793,105180,3,3,1,20401,teleport
1776005029701,119386,3,3,1,20401,trigger
1776005040310,130000,3,3,1,20401,reaction_reject
1776005110544,166396,3,3,2,10401,teleport
1776005118575,174668,3,3,2,10401,trigger
1776005127003,183101,3,3,2,10401,reaction_reject
1776005182276,224576,3,3,3,20101,teleport
1776005225458,268028,3,3,3,20101,trigger
1776005236515,279081,3,3,3,20101,reaction_accept
1776005290690,316762,3,3,4,10101,teleport
1776005298317,324648,3,3,4,10101,trigger
1776005304582,330905,3,3,4,10101,reaction_accept
1776005342855,355503,3,3,5,20301,teleport
1776005417496,430169,3,3,5,20301,teleport
1776005436960,449911,3,3,5,20301,trigger
1776005444142,457101,3,3,5,20301,reaction_reject
1776005504122,480510,3,3,6,10301,teleport
1776005511981,488630,3,3,6,10301,trigger
1776005517186,493829,3,3,6,10301,reaction_accept
1776005580931,535663,3,3,7,20501,teleport
1776005591776,546812,3,3,7,20501,trigger
1776005599381,554425,3,3,7,20501,reaction_accept
1776005692384,600230,3,3,8,10501,teleport
1776005700808,608945,3,3,8,10501,trigger
1776005715829,623963,3,3,8,10501,reaction_ignore
1776005794310,682862,3,3,9,20201,teleport
1776005813002,701819,3,3,9,20201,trigger
1776005820738,709563,3,3,9,20201,reaction_accept
1776005858089,733074,3,3,10,10201,teleport
1776005868076,743359,3,3,10,10201,trigger
1776005873565,748868,3,3,10,10201,reaction_accept
