unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776017056681,96118,3,2,1,20401,teleport
1776017142178,181595,3,2,1,20401,teleport
1776017156842,196582,3,2,1,20401,trigger
1776017159713,199465,3,2,1,20401,reaction_accept
1776017247648,262489,3,2,2,10401,teleport
1776017255377,270463,3,2,2,10401,trigger
1776017262842,277944,3,2,2,10401,reaction_accept
1776017314549,310947,3,2,3,20101,teleport
1776017334023,330749,3,2,3,20101,trigger
1776017348439,345172,3,2,3,20101,reaction_accept
1776017463545,429563,3,2,4,10101,teleport
1776017472230,438536,3,2,4,10101,trigger
1776017479164,445484,3,2,4,10101,reaction_accept
1776017563670,516271,3,2,5,20301,teleport
1776017649579,602180,3,2,5,20301,teleport
1776017669127,622050,3,2,5,20301,trigger
1776017676481,629422,3,2,5,20301,reaction_accept
1776017746036,688949,3,2,6,10301,teleport
1776017753704,696862,3,2,6,10301,trigger
1776017768736,711887,3,2,6,10301,reaction_ignore
1776017799791,731457,3,2,7,20501,teleport
1776017810324,742322,3,2,7,20501,trigger
1776017815870,747879,3,2,7,20501,reaction_accept
1776017916306,812844,3,2,8,10501,teleport
1776017925835,822698,3,2,8,10501,trigger
1776017932702,829587,3,2,8,10501,reaction_reject
1776018028613,899215,3,2,9,20201,teleport
1776018067623,938546,3,2,9,20201,trigger
1776018074044,944985,3,2,9,20201,reaction_accept
1776018123162,982892,3,2,10,10201,teleport
1776018132317,992377,3,2,10,10201,trigger
1776018145258,1005287,3,2,10,10201,reaction_accept
