unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776296307162,58232,3,1,1,20401,teleport
1776296384741,135827,3,1,1,20401,teleport
1776296397631,148965,3,1,1,20401,trigger
1776296405781,157126,3,1,1,20401,reaction_accept
1776296441605,182737,3,1,2,10401,teleport
1776296449154,190535,3,1,2,10401,trigger
1776296457140,198521,3,1,2,10401,reaction_reject
1776296499465,228008,3,1,3,20101,teleport
1776296516695,245510,3,1,3,20101,trigger
1776296527822,256652,3,1,3,20101,reaction_accept
1776296547166,267665,3,1,4,10101,teleport
1776296554853,275636,3,1,4,10101,trigger
1776296558726,279525,3,1,4,10101,reaction_accept
1776296639935,352969,3,1,5,20301,teleport
1776296724064,437089,3,1,5,20301,teleport
1776296740505,453786,3,1,5,20301,trigger
1776296746064,459369,3,1,5,20301,reaction_accept
1776296778288,479806,3,1,6,10301,teleport
1776296786484,488253,3,1,6,10301,trigger
1776296796756,498540,3,1,6,10301,reaction_accept
1776296829078,521103,3,1,7,20501,teleport
1776296838589,530880,3,1,7,20501,trigger
1776296847551,539848,3,1,7,20501,reaction_accept
1776296918019,602034,3,1,8,10501,teleport
1776296926094,610370,3,1,8,10501,trigger
1776296935860,620146,3,1,8,10501,reaction_reject
1776296983758,657118,3,1,9,20201,teleport
1776297001859,675497,3,1,9,20201,trigger
1776297006743,680401,3,1,9,20201,reaction_accept
1776297076179,728026,3,1,10,10201,teleport
1776297084692,736809,3,1,10,10201,trigger
1776297087777,739909,3,1,10,10201,reaction_accept
