unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1773588456160,0,415,-520.000000,-17500.000000,159.767272,0.000000,0.000000,90.000000,0.000000,0.000000,-15.100945,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456229,1,553,-520.000000,-17500.000000,158.175549,0.000000,0.000000,90.000000,0.000000,0.000000,-47.751690,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456348,2,672,-520.000000,-17500.000000,155.495830,0.000000,0.000000,90.000000,0.000000,0.000000,-80.391556,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456459,3,787,-520.000000,-17500.000000,151.728479,0.000000,0.000000,90.000000,0.000000,0.000000,-113.020538,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456496,4,826,-520.000000,-17500.000000,146.873857,0.000000,0.000000,90.000000,0.000000,0.000000,-145.638641,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456535,5,863,-520.000000,-17500.000000,140.932327,0.000000,0.000000,90.000000,0.000000,0.000000,-178.245880,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456572,6,902,-520.000000,-17500.000000,133.904252,0.000000,0.000000,90.000000,0.000000,0.000000,-210.842239,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456609,7,940,-520.000000,-17500.000000,125.789994,0.000000,0.000000,90.000000,0.000000,0.000000,-243.427734,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456645,8,977,-520.000000,-17500.000000,116.589914,0.000000,0.000000,90.000000,0.000000,0.000000,-276.002380,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456681,9,1012,-520.000000,-17500.000000,106.304375,0.000000,0.000000,90.000000,0.000000,0.000000,-308.566162,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456718,10,1047,-520.000000,-17500.000000,94.933738,0.000000,0.000000,90.000000,0.000000,0.000000,-341.119080,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456755,11,1087,-520.000000,-17500.000000,82.478366,0.000000,0.000000,90.000000,0.000000,0.000000,-373.661163,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.000,0.000
1773588456790,12,1122,-520.000000,-17500.000000,68.938619,0.000000,0.000000,90.000000,0.000000,0.000000,-406.192383,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.384,0.000
1773588456825,13,1157,-520.000000,-17500.000000,54.314859,0.000000,0.000000,90.000000,0.000000,0.000000,-438.712769,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.384,0.000
1773588456863,14,1194,-520.000000,-17500.000000,38.607448,0.000000,0.000000,90.000000,0.000000,0.000000,-471.222321,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.384,0.000
1773588456899,15,1231,-520.000000,-17500.000000,21.816746,0.000000,0.000000,90.000000,0.000000,0.000000,-503.721039,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,1.000,0.000,0.384,0.000
1773588456936,16,1267,-519.741739,-17499.899223,17.696480,0.413815,0.115152,90.016712,-3.973475,0.000000,0.151263,0.000000,0.000000,0.000000,-0.000292,0.999998,0.002010,0.001463,1.000,0.000,0.384,0.000
1773588457065,17,1391,-519.825372,-17498.346958,19.469958,0.412546,0.309991,90.016194,-2.476163,41.460590,52.476067,0.000000,0.000000,0.000000,-0.000283,0.999985,0.005410,41.744595,1.000,0.000,0.384,0.000
1773588457099,18,1431,-519.902181,-17495.361956,22.455436,0.421531,0.584862,90.027476,-2.493805,82.346451,88.505066,0.000000,0.000000,0.000000,-0.000480,0.999948,0.010208,83.246773,1.000,0.000,0.383,0.000
1773588457142,19,1470,-520.014827,-17491.250220,26.014370,0.426467,0.840236,90.053268,-3.401757,116.660736,105.753632,0.000000,0.000000,0.000000,-0.000930,0.999892,0.014664,118.202110,1.000,0.000,0.382,0.000
1773588457178,20,1508,-520.173569,-17486.348536,29.551116,0.424715,1.004694,90.093605,-4.546873,142.738907,105.434448,0.000000,0.000000,0.000000,-0.001633,0.999845,0.017534,144.572922,1.000,0.000,0.380,0.000
1773588457217,21,1545,-520.367514,-17481.597160,32.580173,0.419622,1.002068,90.147137,-5.465374,142.599121,90.883575,0.000000,0.000000,0.000000,-0.002568,0.999844,0.017488,144.180298,1.000,0.000,0.377,0.000
1773588457260,22,1587,-520.581720,-17476.383624,34.799353,0.413721,0.911271,90.205124,-6.042139,158.770416,66.947044,0.000000,0.000000,0.000000,-0.003580,0.999867,0.015904,159.835678,1.000,0.000,0.373,0.000
1773588457297,23,1628,-520.805455,-17471.237037,36.094195,0.409559,0.747632,90.268464,-6.365813,158.668488,39.504169,0.000000,0.000000,0.000000,-0.004685,0.999904,0.013048,159.198517,1.000,0.000,0.368,0.000
1773588457335,24,1665,-521.024314,-17465.496658,36.443434,0.409116,0.585225,90.327720,-6.342351,176.452530,11.118268,0.000000,0.000000,0.000000,-0.005719,0.999931,0.010214,176.590271,1.000,0.000,0.363,0.000
1773588457372,25,1702,-521.229455,-17459.813796,35.866419,0.412939,0.359343,90.384353,-6.072706,176.391937,-16.439781,0.000000,0.000000,0.000000,-0.006708,0.999958,0.006272,176.322128,1.000,0.000,0.358,0.000
