unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776114878892,98233,3,1,1,20401,teleport
1776115001148,220497,3,1,1,20401,teleport
1776115016961,236545,3,1,1,20401,trigger
1776115024663,244241,3,1,1,20401,reaction_accept
1776115119275,312702,3,1,2,10401,teleport
1776115127857,321498,3,1,2,10401,trigger
1776115133578,327224,3,1,2,10401,reaction_accept
1776115227950,392004,3,1,3,20101,teleport
1776115269154,433488,3,1,3,20101,trigger
1776115276295,440637,3,1,3,20101,reaction_accept
1776115337901,480184,3,1,4,10101,teleport
1776115350550,493095,3,1,4,10101,trigger
1776115356548,499099,3,1,4,10101,reaction_accept
1776115438048,566676,3,1,5,20301,teleport
1776115499924,628540,3,1,5,20301,teleport
1776115520343,649239,3,1,5,20301,trigger
1776115528271,657161,3,1,5,20301,reaction_accept
1776115632668,704164,3,1,6,10301,teleport
1776115641982,713725,3,1,6,10301,trigger
1776115647387,719140,3,1,6,10301,reaction_accept
1776115733067,788800,3,1,7,20501,teleport
1776115746124,802168,3,1,7,20501,trigger
1776115750875,806931,3,1,7,20501,reaction_accept
1776115832807,871635,3,1,8,10501,teleport
1776115842237,881307,3,1,8,10501,trigger
1776115855939,895032,3,1,8,10501,reaction_reject
1776115946249,956258,3,1,9,20201,teleport
1776115966418,976698,3,1,9,20201,trigger
1776115971899,982183,3,1,9,20201,reaction_accept
1776116053583,1040946,3,1,10,10201,teleport
1776116063173,1050778,3,1,10,10201,trigger
1776116068987,1056587,3,1,10,10201,reaction_accept
