unixtimestamp_ms,n_frame,gametime_ms,position_x,position_y,position_z,rotation_roll,rotation_pitch,rotation_yaw,mesh_velocity_x,mesh_velocity_y,mesh_velocity_z,acc_x,acc_y,acc_z,forward_x,forward_y,forward_z,forward_speed,throttle_input,brake_input,handbrake_input
1774973425021,0,17,-520.000000,-17500.000000,160.000000,0.000000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774973425237,1,417,-520.000000,-17500.000000,159.715100,0.000000,0.000000,90.000000,0.000000,0.000000,-16.707916,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,0.000,0.000
1774973425391,2,647,-520.000000,-17500.000000,158.069829,0.000000,0.000000,90.000000,0.000000,0.000000,-49.358128,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425565,3,814,-520.000000,-17500.000000,155.336580,0.000000,0.000000,90.000000,0.000000,0.000000,-81.997452,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425587,4,845,-520.000000,-17500.000000,151.515717,0.000000,0.000000,90.000000,0.000000,0.000000,-114.625900,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425608,5,868,-520.000000,-17500.000000,146.966527,0.000000,0.000000,90.000000,0.000000,0.000000,-145.269592,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425627,6,887,-520.000000,-17500.000000,143.223077,0.000000,0.000000,90.000000,0.000000,0.000000,-167.176498,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425648,7,906,-520.000000,-17500.000000,139.744048,0.000000,0.000000,90.000000,0.000000,0.000000,-185.519547,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425671,8,931,-520.000000,-17500.000000,135.666794,0.000000,0.000000,90.000000,0.000000,0.000000,-204.972641,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
1774973425692,9,950,-520.000000,-17500.000000,130.154145,0.000000,0.000000,90.000000,0.000000,0.000000,-228.554703,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,0.000000,0.000,0.000,-0.034,0.000
