unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1776015637866,63950,3,2,1,20401,teleport
1776015672314,98386,3,2,1,20401,teleport
1776015687196,113524,3,2,1,20401,trigger
1776015693881,120190,3,2,1,20401,reaction_accept
1776015743497,144629,3,2,2,10401,teleport
1776015754373,155675,3,2,2,10401,trigger
1776015764040,165424,3,2,2,10401,reaction_accept
1776015832314,223433,3,2,3,20101,teleport
1776015851372,242738,3,2,3,20101,trigger
1776015857212,248580,3,2,3,20101,reaction_accept
1776015897331,268661,3,2,4,10101,teleport
1776015909034,280623,3,2,4,10101,trigger
1776015919757,291290,3,2,4,10101,reaction_accept
1776015990269,349595,3,2,5,20301,teleport
1776016033578,392882,3,2,5,20301,teleport
1776016048968,408533,3,2,5,20301,trigger
1776016055672,415231,3,2,5,20301,reaction_accept
1776016088686,436244,3,2,6,10301,teleport
1776016099235,447042,3,2,6,10301,trigger
1776016109067,456889,3,2,6,10301,reaction_accept
1776016181012,515923,3,2,7,20501,teleport
1776016190953,526082,3,2,7,20501,trigger
1776016199451,534602,3,2,7,20501,reaction_accept
1776016238762,560452,3,2,8,10501,teleport
1776016247106,569058,3,2,8,10501,trigger
1776016253078,575034,3,2,8,10501,reaction_accept
1776016299118,603201,3,2,9,20201,teleport
1776016331091,635430,3,2,9,20201,trigger
1776016338244,642590,3,2,9,20201,reaction_accept
1776016394221,684306,3,2,10,10201,teleport
1776016404223,694555,3,2,10,10201,trigger
1776016419261,709569,3,2,10,10201,reaction_ignore
