unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775856377146,94072,3,3,1,20401,teleport
1775856467364,184290,3,3,1,20401,teleport
1775856481084,198269,3,3,1,20401,trigger
1775856489859,207040,3,3,1,20401,reaction_accept
1775856616615,303750,3,3,2,10401,teleport
1775856625144,312474,3,3,2,10401,trigger
1775856631667,319004,3,3,2,10401,reaction_reject
1775856714991,387683,3,3,3,20101,teleport
1775856733477,406423,3,3,3,20101,trigger
1775856748508,421451,3,3,3,20101,reaction_ignore
1775856829446,476266,3,3,4,10101,teleport
1775856837404,484480,3,3,4,10101,trigger
1775856846882,493963,3,3,4,10101,reaction_accept
1775856920751,558794,3,3,5,20301,teleport
1775857043491,681564,3,3,5,20301,teleport
1775857060697,699000,3,3,5,20301,trigger
1775857066123,704440,3,3,5,20301,reaction_accept
1775857146557,766024,3,3,6,10301,teleport
1775857155311,774987,3,3,6,10301,trigger
1775857161467,781162,3,3,6,10301,reaction_accept
1775857239448,850199,3,3,7,20501,teleport
1775857249515,860521,3,3,7,20501,trigger
1775857256272,867277,3,3,7,20501,reaction_accept
1775857346200,942200,3,3,8,10501,teleport
1775857356746,953011,3,3,8,10501,trigger
1775857363912,960207,3,3,8,10501,reaction_reject
1775857403780,992649,3,3,9,20201,teleport
1775857422528,1011688,3,3,9,20201,trigger
1775857433167,1022340,3,3,9,20201,reaction_accept
1775857482787,1062764,3,3,10,10201,teleport
1775857491539,1071782,3,3,10,10201,trigger
1775857498250,1078512,3,3,10,10201,reaction_accept
