unixtimestamp_ms,gametime_ms,scene_id, block_id, trial_id,current_encode_id,marker
1775854338548,110820,3,3,1,20401,teleport
1775854412965,185221,3,3,1,20401,teleport
1775854433170,205691,3,3,1,20401,trigger
1775854439069,211560,3,3,1,20401,reaction_accept
1775854559581,268360,3,3,2,10401,teleport
1775854571919,280907,3,3,2,10401,trigger
1775854583295,292289,3,3,2,10401,reaction_accept
1775854661525,350713,3,3,3,20101,teleport
1775854707075,396502,3,3,3,20101,trigger
1775854716317,405755,3,3,3,20101,reaction_accept
1775854810905,475372,3,3,4,10101,teleport
1775854819465,484170,3,3,4,10101,trigger
1775854825093,489793,3,3,4,10101,reaction_accept
1775854918211,562654,3,3,5,20301,teleport
1775855010713,655168,3,3,5,20301,teleport
1775855027250,671962,3,3,5,20301,trigger
1775855035835,680539,3,3,5,20301,reaction_accept
1775855112340,728296,3,3,6,10301,teleport
1775855124323,740525,3,3,6,10301,trigger
1775855139376,755552,3,3,6,10301,reaction_ignore
1775855267726,809392,3,3,7,20501,teleport
1775855277021,818943,3,3,7,20501,trigger
1775855285327,827264,3,3,7,20501,reaction_accept
1775855364442,896009,3,3,8,10501,teleport
1775855377439,909260,3,3,8,10501,trigger
1775855384455,916295,3,3,8,10501,reaction_reject
1775855501447,1020026,3,3,9,20201,teleport
1775855545948,1064775,3,3,9,20201,trigger
1775855554975,1073806,3,3,9,20201,reaction_accept
1775855638668,1143910,3,3,10,10201,teleport
1775855646451,1151940,3,3,10,10201,trigger
1775855652537,1158018,3,3,10,10201,reaction_accept
